epoch,train_loss,train_eval_loss,test_loss,train_spearman,test_spearman,train_mae,test_mae
1,1.4135201052279776,1.0996894759876672,1.5503572931942282,0.5047116370533451,0.6442523269665317,0.8219636678695679,1.0211447477340698
2,1.052422042395359,0.9299472489883269,1.2538179599842336,0.5606273856400678,0.6624861555451194,0.7082676887512207,0.8423579931259155
3,0.8858843417470671,0.7603018374746061,1.0278386895340659,0.6379927146618221,0.7225321312875469,0.6359801292419434,0.7425709366798401
4,0.7380154370065517,0.6412667775233852,0.8813424858506416,0.6958365933647296,0.7639992838677012,0.5799744129180908,0.6738914847373962
5,0.6493743027731727,0.646172633856834,0.8257884125707042,0.7354361592871923,0.7898782404744848,0.5614926815032959,0.6249973773956299
6,0.6491251216684297,0.5580581952098221,0.7941527422267801,0.7518909477669423,0.7958308516918726,0.5354912877082825,0.6229159235954285
7,0.6568529908274329,0.5298419110352379,0.7556297997035113,0.7634622070373803,0.8086834881391847,0.5221577286720276,0.6089708209037781
8,0.5782001722217802,0.5398742178212041,0.7758831254659204,0.7787115368020633,0.8091378084069251,0.5064114928245544,0.5850554704666138
9,0.5358042711796968,0.563943712368458,0.8371744556084921,0.7886473368016157,0.8038946978892764,0.5279772281646729,0.6230644583702087
10,0.5521415022703318,0.5334498185377855,0.7860798145781073,0.7978553639035815,0.8119589243305925,0.49393531680107117,0.5668809413909912
11,0.5176696022218685,0.5038055649569202,0.7738712901295259,0.8025710808023256,0.822250396030738,0.5462440848350525,0.6271766424179077
12,0.5036388068693537,0.42637767887434436,0.7101650354278102,0.8132563436328571,0.8158457229642416,0.4533335268497467,0.552848219871521
13,0.4561094953064935,0.5549497527821008,0.7582122813362123,0.8250924248472193,0.8181574225876473,0.5122382044792175,0.5525386929512024
14,0.49116195348592906,0.5540049779375261,0.8890145428189412,0.8202284789080869,0.829063958523966,0.5731337666511536,0.6739168763160706
15,0.44849408486216363,0.415102163844284,0.6672197275827638,0.8284032588253124,0.8142338725019498,0.45301592350006104,0.5421132445335388
16,0.42639741680295173,0.3430395180565059,0.6368551730860531,0.8386363279240853,0.8273908462219356,0.42320990562438965,0.5325744152069092
17,0.37060524871118095,0.31795954050427694,0.6185190943751666,0.8433275318379087,0.8340315797530495,0.40366753935813904,0.5293973088264465
18,0.3867094039518299,0.32760787823527154,0.6417205640502909,0.8487131361713682,0.8258584946862774,0.40010321140289307,0.523010790348053
19,0.36860461342693573,0.3384606881285192,0.5859973820456017,0.8516276310460665,0.8340101094734395,0.4111670255661011,0.5011661052703857
20,0.3403847462357486,0.2906785260076108,0.5843714575059278,0.8664190745124152,0.8278260988241627,0.3828694820404053,0.49879026412963867
21,0.30995285211996887,0.34424339217884486,0.705448377138643,0.8724787055740019,0.8506654606323253,0.45484665036201477,0.5797660946846008
22,0.30798827688829555,0.26766758220251585,0.5552679065542937,0.8693735322773992,0.834882804213246,0.3725779354572296,0.49303150177001953
23,0.2928807425459093,0.26004644540640026,0.6182555820226627,0.8832994505107475,0.8355053366475425,0.39055559039115906,0.5397489070892334
24,0.28129342248208544,0.2032801800348288,0.502271952123441,0.8945864669543688,0.8463245428682853,0.3231334388256073,0.47584134340286255
25,0.26245842883020737,0.19980962364171262,0.5284316355024256,0.8956886227024923,0.8297377647750143,0.3168339133262634,0.48392191529273987
26,0.2385612621953256,0.22457732516387632,0.515584032688742,0.9021642625160456,0.8351949472717358,0.33374887704849243,0.47209399938583374
27,0.23911082291084787,0.18784769625966763,0.5217899227524269,0.9038312710660429,0.8346747742215921,0.30731093883514404,0.4799785614013672
28,0.24080708369762205,0.18989840159846788,0.5590978293972689,0.9052761270081697,0.8495672122534541,0.3155618906021118,0.49606484174728394
29,0.2369696434724291,0.21469804323636568,0.5358111358116504,0.87994678323792,0.8314062376014536,0.33857300877571106,0.48139506578445435
30,0.25205221544938744,0.15781787948863563,0.48365201955055,0.9113558527556954,0.8471088147140348,0.28192123770713806,0.4534001350402832
31,0.21641665738960572,0.15574913854184358,0.4990633672773682,0.9149067494585924,0.8456033990710227,0.28103959560394287,0.4660536050796509
32,0.2100934728132841,0.16879724100680654,0.495626490435367,0.9224885442260794,0.8356594989941231,0.2903134822845459,0.46549683809280396
33,0.24568483933158544,0.16559751153390942,0.5231052513594165,0.9143806172307083,0.8556836885511331,0.29798048734664917,0.478741854429245
34,0.21562824669888983,0.1542368439128965,0.4819997939917345,0.9183307410504846,0.8479676227931572,0.276584267616272,0.4557630717754364
35,0.20807825836250216,0.14720474995896968,0.4666311804392644,0.9276394552694371,0.8467814165143669,0.26919201016426086,0.44900351762771606
36,0.20854589803561718,0.138755701377639,0.4423330480704091,0.9218154983944445,0.8565279055475641,0.2643243968486786,0.4461318850517273
37,0.17494550656315475,0.12769882479638958,0.4603858162629029,0.9277923013890428,0.8521110783035423,0.2592734098434448,0.44424402713775635
38,0.17574524219618196,0.12576144467229428,0.44252293802773146,0.9330586828042758,0.8560599975621525,0.24849183857440948,0.4325418472290039
39,0.1754968034832374,0.14347267629310836,0.4258423183679622,0.9244836517770822,0.8618725340127759,0.2718837857246399,0.4240809679031372
40,0.19904530571655285,0.17830922978378858,0.4858471569690309,0.9250423767038753,0.8412050321448824,0.297941654920578,0.45503607392311096
41,0.18280464395830862,0.1152734381698047,0.43194339226787976,0.9327098186542513,0.8571385529874371,0.24773740768432617,0.4282492697238922
42,0.16497551207757713,0.11943528165785365,0.47877464181513774,0.9315740447863472,0.8550798618601767,0.24794891476631165,0.45573896169662476
43,0.1694738837488519,0.11533908094450782,0.47943840445323044,0.9305067542084126,0.8476522403128938,0.23873494565486908,0.45865899324417114
44,0.16375484839330948,0.11633193756026966,0.4408531115899077,0.9342615992690753,0.8539789057317975,0.23983234167099,0.43299567699432373
45,0.17910624668749678,0.1425455198638814,0.44873945185392133,0.9312959506346048,0.8512103222439896,0.2678305208683014,0.43809303641319275
46,0.1775280610873149,0.11807856480014763,0.4710296293428379,0.9355052406707486,0.8557321835274723,0.25244954228401184,0.4547722041606903
47,0.15888442842158984,0.12399149921825499,0.4320324142697836,0.93430980415897,0.8508355880372557,0.24910598993301392,0.433988094329834
48,0.15854139548280965,0.09663159217324145,0.43538534385950833,0.9386170441093609,0.8537896123510329,0.22064687311649323,0.43245548009872437
49,0.1632101056468128,0.14919031296286694,0.4706874238309307,0.9396086526666002,0.8630114230061742,0.2895187437534332,0.4536007344722748
50,0.1670358930244095,0.13096905264966066,0.43259397915550046,0.930452599294671,0.8613218953229697,0.26602721214294434,0.44268685579299927
51,0.1824048039107817,0.1402909585066065,0.4172355310439067,0.9376008063880696,0.8667364870976046,0.2637995481491089,0.4181886911392212
